date,state,rate
2021/1/14,District of Columbia,0.68
2021/1/15,District of Columbia,1.17
2021/1/16,District of Columbia,1.24
2021/1/17,District of Columbia,1.31
2021/1/18,District of Columbia,1.38
2021/1/19,District of Columbia,1.44
2021/1/20,District of Columbia,1.5
2021/1/21,District of Columbia,1.66
2021/1/22,District of Columbia,1.71
2021/1/23,District of Columbia,1.79
2021/1/24,District of Columbia,1.85
2021/1/25,District of Columbia,1.88
2021/1/26,District of Columbia,1.88
2021/1/27,District of Columbia,2.05
2021/1/28,District of Columbia,2.15
2021/1/29,District of Columbia,2.28
2021/1/30,District of Columbia,2.41
2021/1/31,District of Columbia,2.65
2021/2/1,District of Columbia,2.72
2021/2/2,District of Columbia,2.72
2021/2/3,District of Columbia,2.8
2021/2/4,District of Columbia,3.02
2021/2/5,District of Columbia,3.22
2021/2/6,District of Columbia,3.28
2021/2/7,District of Columbia,3.34
2021/2/8,District of Columbia,3.4
2021/2/9,District of Columbia,3.46
2021/2/10,District of Columbia,3.53
2021/2/11,District of Columbia,3.6
2021/2/12,District of Columbia,3.67
2021/2/13,District of Columbia,3.74
2021/2/14,District of Columbia,3.81
2021/2/15,District of Columbia,3.88
2021/2/16,District of Columbia,3.95
2021/2/17,District of Columbia,4.02
2021/2/18,District of Columbia,4.09
2021/2/19,District of Columbia,4.16
2021/2/20,District of Columbia,4.23
2021/2/21,District of Columbia,4.32
2021/2/22,District of Columbia,4.41
2021/2/23,District of Columbia,4.51
2021/2/24,District of Columbia,4.64
2021/2/25,District of Columbia,4.79
2021/2/26,District of Columbia,4.95
2021/2/27,District of Columbia,5.42
2021/2/28,District of Columbia,5.68
2021/3/1,District of Columbia,5.84
2021/3/2,District of Columbia,5.93
2021/3/3,District of Columbia,6.07
2021/3/4,District of Columbia,6.25
2021/3/5,District of Columbia,6.43
2021/3/6,District of Columbia,6.96
2021/3/7,District of Columbia,7.14
2021/3/8,District of Columbia,7.33
2021/3/9,District of Columbia,7.48
2021/3/10,District of Columbia,7.76
2021/3/11,District of Columbia,8
2021/3/12,District of Columbia,8.22
2021/3/13,District of Columbia,8.49
2021/3/14,District of Columbia,8.78
2021/3/15,District of Columbia,9.28
2021/3/16,District of Columbia,9.52
2021/3/17,District of Columbia,9.75
2021/3/18,District of Columbia,9.89
2021/3/19,District of Columbia,10.09
2021/3/20,District of Columbia,10.25
2021/3/21,District of Columbia,10.43
2021/3/22,District of Columbia,10.55
2021/3/23,District of Columbia,10.62
2021/3/24,District of Columbia,10.8
2021/3/25,District of Columbia,11.3
2021/3/26,District of Columbia,11.63
2021/3/27,District of Columbia,11.98
2021/3/28,District of Columbia,12.49
2021/3/29,District of Columbia,12.94
2021/3/30,District of Columbia,13.23
2021/3/31,District of Columbia,13.81
2021/4/1,District of Columbia,14.25
2021/4/2,District of Columbia,14.72
2021/4/3,District of Columbia,15.18
2021/4/4,District of Columbia,15.57
2021/4/5,District of Columbia,15.85
2021/4/6,District of Columbia,16.05
2021/4/7,District of Columbia,16.18
2021/4/8,District of Columbia,17.24
2021/4/9,District of Columbia,17.81
2021/4/10,District of Columbia,18.52
2021/4/11,District of Columbia,19.19
2021/4/12,District of Columbia,19.76
2021/4/13,District of Columbia,20.43
2021/4/14,District of Columbia,20.94
2021/4/15,District of Columbia,21.69
2021/4/16,District of Columbia,22.3
2021/4/17,District of Columbia,22.84
2021/4/18,District of Columbia,23.5
2021/4/19,District of Columbia,24
2021/4/20,District of Columbia,24.16
2021/4/21,District of Columbia,24.67
2021/4/22,District of Columbia,25.23
2021/4/23,District of Columbia,25.87
2021/4/24,District of Columbia,26.54
2021/4/25,District of Columbia,27.41
2021/4/26,District of Columbia,27.89
2021/4/27,District of Columbia,28.27
2021/4/28,District of Columbia,28.72
2021/4/29,District of Columbia,29.24
2021/4/30,District of Columbia,29.77
2021/5/1,District of Columbia,30.31
2021/1/12,Florida,0.19
2021/1/13,Florida,0.25
2021/1/14,Florida,0.3
2021/1/15,Florida,0.35
2021/1/16,Florida,0.38
2021/1/17,Florida,0.41
2021/1/18,Florida,0.44
2021/1/19,Florida,0.48
2021/1/20,Florida,0.52
2021/1/21,Florida,0.52
2021/1/22,Florida,0.58
2021/1/23,Florida,0.71
2021/1/24,Florida,0.72
2021/1/25,Florida,0.73
2021/1/26,Florida,0.74
2021/1/27,Florida,0.82
2021/1/28,Florida,0.95
2021/1/29,Florida,1.1
2021/1/30,Florida,1.28
2021/1/31,Florida,1.39
2021/2/1,Florida,1.47
2021/2/2,Florida,1.53
2021/2/3,Florida,1.74
2021/2/4,Florida,1.97
2021/2/5,Florida,2.05
2021/2/6,Florida,2.38
2021/2/7,Florida,2.93
2021/2/8,Florida,2.93
2021/2/9,Florida,3.23
2021/2/10,Florida,3.52
2021/2/11,Florida,3.83
2021/2/12,Florida,4.48
2021/2/13,Florida,4.79
2021/2/14,Florida,5.04
2021/2/15,Florida,5.16
2021/2/16,Florida,5.28
2021/2/17,Florida,5.5
2021/2/18,Florida,5.73
2021/2/19,Florida,6.42
2021/2/20,Florida,6.44
2021/2/21,Florida,6.62
2021/2/22,Florida,6.8
2021/2/23,Florida,6.85
2021/2/24,Florida,7.04
2021/2/25,Florida,7.3
2021/2/26,Florida,7.53
2021/2/27,Florida,7.77
2021/2/28,Florida,8.2
2021/3/1,Florida,8.2
2021/3/2,Florida,8.26
2021/3/3,Florida,8.42
2021/3/4,Florida,8.66
2021/3/5,Florida,8.86
2021/3/6,Florida,9.21
2021/3/7,Florida,9.52
2021/3/8,Florida,9.57
2021/3/9,Florida,9.66
2021/3/10,Florida,9.83
2021/3/11,Florida,10.15
2021/3/12,Florida,10.44
2021/3/13,Florida,11.17
2021/3/14,Florida,11.39
2021/3/15,Florida,11.42
2021/3/16,Florida,11.63
2021/3/17,Florida,11.93
2021/3/18,Florida,12.25
2021/3/19,Florida,12.53
2021/3/20,Florida,12.98
2021/3/21,Florida,13.3
2021/3/22,Florida,13.31
2021/3/23,Florida,13.44
2021/3/24,Florida,13.68
2021/3/25,Florida,13.98
2021/3/26,Florida,14.3
2021/3/27,Florida,14.72
2021/3/28,Florida,15.12
2021/3/29,Florida,15.14
2021/3/30,Florida,15.43
2021/3/31,Florida,15.76
2021/4/1,Florida,16.25
2021/4/2,Florida,16.7
2021/4/3,Florida,17.19
2021/4/4,Florida,17.94
2021/4/5,Florida,17.95
2021/4/6,Florida,18.06
2021/4/7,Florida,18.46
2021/4/8,Florida,19.14
2021/4/9,Florida,19.8
2021/4/10,Florida,20.45
2021/4/11,Florida,21.07
2021/4/12,Florida,21.44
2021/4/13,Florida,21.66
2021/4/14,Florida,21.91
2021/4/15,Florida,22.44
2021/4/16,Florida,22.91
2021/4/17,Florida,23.52
2021/4/18,Florida,24.31
2021/4/19,Florida,24.32
2021/4/20,Florida,24.47
2021/4/21,Florida,24.88
2021/4/22,Florida,25.41
2021/4/23,Florida,25.98
2021/4/24,Florida,26.54
2021/4/25,Florida,27.15
2021/4/26,Florida,27.5
2021/4/27,Florida,27.69
2021/4/28,Florida,28.09
2021/4/29,Florida,28.57
2021/4/30,Florida,28.98
2021/5/1,Florida,29.85
2021/1/12,Georgia,0.07
2021/1/13,Georgia,0.08
2021/1/14,Georgia,0.14
2021/1/15,Georgia,0.21
2021/1/16,Georgia,0.22
2021/1/17,Georgia,0.23
2021/1/18,Georgia,0.25
2021/1/19,Georgia,0.27
2021/1/20,Georgia,0.33
2021/1/21,Georgia,0.38
2021/1/22,Georgia,0.56
2021/1/23,Georgia,0.56
2021/1/24,Georgia,0.56
2021/1/25,Georgia,0.56
2021/1/26,Georgia,0.61
2021/1/27,Georgia,0.71
2021/1/28,Georgia,0.84
2021/1/29,Georgia,0.94
2021/1/30,Georgia,1.03
2021/1/31,Georgia,1.13
2021/2/1,Georgia,1.18
2021/2/2,Georgia,1.22
2021/2/3,Georgia,1.33
2021/2/4,Georgia,1.44
2021/2/5,Georgia,1.59
2021/2/6,Georgia,1.78
2021/2/7,Georgia,1.98
2021/2/8,Georgia,2.07
2021/2/9,Georgia,2.15
2021/2/10,Georgia,2.37
2021/2/11,Georgia,2.63
2021/2/12,Georgia,2.63
2021/2/13,Georgia,2.96
2021/2/14,Georgia,3.58
2021/2/15,Georgia,3.68
2021/2/16,Georgia,3.79
2021/2/17,Georgia,3.79
2021/2/18,Georgia,4.36
2021/2/19,Georgia,4.97
2021/2/20,Georgia,5.35
2021/2/21,Georgia,5.6
2021/2/22,Georgia,5.84
2021/2/23,Georgia,5.88
2021/2/24,Georgia,6.12
2021/2/25,Georgia,6.36
2021/2/26,Georgia,6.65
2021/2/27,Georgia,6.98
2021/2/28,Georgia,7
2021/3/1,Georgia,7
2021/3/2,Georgia,7.03
2021/3/3,Georgia,7.3
2021/3/4,Georgia,7.59
2021/3/5,Georgia,7.93
2021/3/6,Georgia,8.17
2021/3/7,Georgia,8.42
2021/3/8,Georgia,8.52
2021/3/9,Georgia,8.58
2021/3/10,Georgia,8.59
2021/3/11,Georgia,8.82
2021/3/12,Georgia,9.23
2021/3/13,Georgia,9.5
2021/3/14,Georgia,9.74
2021/3/15,Georgia,9.84
2021/3/16,Georgia,9.88
2021/3/17,Georgia,9.89
2021/3/18,Georgia,10.19
2021/3/19,Georgia,10.21
2021/3/20,Georgia,10.72
2021/3/21,Georgia,10.88
2021/3/22,Georgia,11.04
2021/3/23,Georgia,11.04
2021/3/24,Georgia,11.22
2021/3/25,Georgia,11.38
2021/3/26,Georgia,11.58
2021/3/27,Georgia,11.77
2021/3/28,Georgia,11.94
2021/3/29,Georgia,12.01
2021/3/30,Georgia,12.06
2021/3/31,Georgia,12.26
2021/4/1,Georgia,12.5
2021/4/2,Georgia,12.81
2021/4/3,Georgia,13.11
2021/4/4,Georgia,13.13
2021/4/5,Georgia,13.33
2021/4/6,Georgia,13.39
2021/4/7,Georgia,14.08
2021/4/8,Georgia,14.47
2021/4/9,Georgia,14.95
2021/4/10,Georgia,14.99
2021/4/11,Georgia,15.02
2021/4/12,Georgia,15.03
2021/4/13,Georgia,15.91
2021/4/14,Georgia,16.79
2021/4/15,Georgia,17.29
2021/4/16,Georgia,17.9
2021/4/17,Georgia,18.51
2021/4/18,Georgia,19.08
2021/4/19,Georgia,19.54
2021/4/20,Georgia,19.79
2021/4/21,Georgia,20.21
2021/4/22,Georgia,20.75
2021/4/23,Georgia,21.32
2021/4/24,Georgia,21.94
2021/4/25,Georgia,21.96
2021/4/26,Georgia,22.49
2021/4/27,Georgia,22.81
2021/4/28,Georgia,23.27
2021/4/29,Georgia,23.81
2021/4/30,Georgia,24.41
2021/5/1,Georgia,24.95
2021/1/12,Hawaii,0.13
2021/1/13,Hawaii,0.26
2021/1/14,Hawaii,0.39
2021/1/15,Hawaii,0.51
2021/1/16,Hawaii,0.58
2021/1/17,Hawaii,0.65
2021/1/18,Hawaii,0.72
2021/1/19,Hawaii,0.8
2021/1/20,Hawaii,0.98
2021/1/21,Hawaii,1.14
2021/1/22,Hawaii,1.16
2021/1/23,Hawaii,1.19
2021/1/24,Hawaii,1.19
2021/1/25,Hawaii,1.26
2021/1/26,Hawaii,1.27
2021/1/27,Hawaii,1.31
2021/1/28,Hawaii,1.4
2021/1/29,Hawaii,1.54
2021/1/30,Hawaii,1.68
2021/1/31,Hawaii,1.83
2021/2/1,Hawaii,1.91
2021/2/2,Hawaii,1.92
2021/2/3,Hawaii,1.99
2021/2/4,Hawaii,2.16
2021/2/5,Hawaii,2.38
2021/2/6,Hawaii,2.62
2021/2/7,Hawaii,2.86
2021/2/8,Hawaii,3
2021/2/9,Hawaii,3
2021/2/10,Hawaii,3
2021/2/11,Hawaii,3.53
2021/2/12,Hawaii,3.81
2021/2/13,Hawaii,4.11
2021/2/14,Hawaii,4.4
2021/2/15,Hawaii,4.62
2021/2/16,Hawaii,4.85
2021/2/17,Hawaii,4.93
2021/2/18,Hawaii,5.17
2021/2/19,Hawaii,6.42
2021/2/20,Hawaii,6.85
2021/2/21,Hawaii,7.26
2021/2/22,Hawaii,7.62
2021/2/23,Hawaii,7.71
2021/2/24,Hawaii,7.99
2021/2/25,Hawaii,8.31
2021/2/26,Hawaii,8.7
2021/2/27,Hawaii,9.17
2021/2/28,Hawaii,9.67
2021/3/1,Hawaii,9.98
2021/3/2,Hawaii,10.15
2021/3/3,Hawaii,10.44
2021/3/4,Hawaii,10.91
2021/3/5,Hawaii,11.28
2021/3/6,Hawaii,11.69
2021/3/7,Hawaii,11.77
2021/3/8,Hawaii,12.35
2021/3/9,Hawaii,12.71
2021/3/10,Hawaii,13.04
2021/3/11,Hawaii,13.33
2021/3/12,Hawaii,13.68
2021/3/13,Hawaii,14.06
2021/3/14,Hawaii,14.34
2021/3/15,Hawaii,14.69
2021/3/16,Hawaii,14.91
2021/3/17,Hawaii,15.25
2021/3/18,Hawaii,15.51
2021/3/19,Hawaii,15.83
2021/3/20,Hawaii,16.11
2021/3/21,Hawaii,16.35
2021/3/22,Hawaii,16.42
2021/3/23,Hawaii,16.61
2021/3/24,Hawaii,16.84
2021/3/25,Hawaii,17.15
2021/3/26,Hawaii,17.68
2021/3/27,Hawaii,17.72
2021/3/28,Hawaii,17.77
2021/3/29,Hawaii,18.33
2021/3/30,Hawaii,18.51
2021/3/31,Hawaii,18.96
2021/4/1,Hawaii,19.51
2021/4/2,Hawaii,20.11
2021/4/3,Hawaii,20.49
2021/4/4,Hawaii,20.95
2021/4/5,Hawaii,21.12
2021/4/6,Hawaii,21.43
2021/4/7,Hawaii,22
2021/4/8,Hawaii,22.75
2021/4/9,Hawaii,23.6
2021/4/10,Hawaii,23.66
2021/4/11,Hawaii,24.4
2021/4/12,Hawaii,25.21
2021/4/13,Hawaii,25.67
2021/4/14,Hawaii,26.3
2021/4/15,Hawaii,26.79
2021/4/16,Hawaii,27.4
2021/4/17,Hawaii,27.88
2021/4/18,Hawaii,28.4
2021/4/19,Hawaii,28.65
2021/4/20,Hawaii,31.09
2021/4/21,Hawaii,31.45
2021/4/22,Hawaii,31.92
2021/4/23,Hawaii,32.31
2021/4/24,Hawaii,32.81
2021/4/25,Hawaii,33.44
2021/4/26,Hawaii,33.82
2021/4/27,Hawaii,34.13
2021/4/28,Hawaii,34.62
2021/4/29,Hawaii,35.08
2021/4/30,Hawaii,35.65
2021/5/1,Hawaii,36.14
2021/1/12,Idaho,0.24
2021/1/13,Idaho,0.32
2021/1/14,Idaho,0.4
2021/1/15,Idaho,0.49
2021/1/16,Idaho,0.51
2021/1/17,Idaho,0.53
2021/1/18,Idaho,0.55
2021/1/19,Idaho,0.57
2021/1/20,Idaho,0.6
2021/1/21,Idaho,0.66
2021/1/22,Idaho,0.73
2021/1/23,Idaho,0.77
2021/1/24,Idaho,0.79
2021/1/25,Idaho,0.81
2021/1/26,Idaho,0.82
2021/1/27,Idaho,0.86
2021/1/28,Idaho,0.94
2021/1/29,Idaho,1.06
2021/1/30,Idaho,1.13
2021/1/31,Idaho,1.21
2021/2/1,Idaho,1.26
2021/2/2,Idaho,1.27
2021/2/3,Idaho,1.35
2021/2/4,Idaho,1.47
2021/2/5,Idaho,1.62
2021/2/6,Idaho,1.79
2021/2/7,Idaho,1.92
2021/2/8,Idaho,2.01
2021/2/9,Idaho,2.07
2021/2/10,Idaho,2.22
2021/2/11,Idaho,2.42
2021/2/12,Idaho,2.42
2021/2/13,Idaho,2.6
2021/2/14,Idaho,3.17
2021/2/15,Idaho,3.4
2021/2/16,Idaho,3.62
2021/2/17,Idaho,3.79
2021/2/18,Idaho,4
2021/2/19,Idaho,4.56
2021/2/20,Idaho,4.79
2021/2/21,Idaho,5.16
2021/2/22,Idaho,5.53
2021/2/23,Idaho,5.65
2021/2/24,Idaho,5.86
2021/2/25,Idaho,6.21
2021/2/26,Idaho,6.51
2021/2/27,Idaho,6.8
2021/2/28,Idaho,7.17
2021/3/1,Idaho,7.46
2021/3/2,Idaho,7.61
2021/3/3,Idaho,7.87
2021/3/4,Idaho,8.14
2021/3/5,Idaho,8.52
2021/3/6,Idaho,8.93
2021/3/7,Idaho,9.33
2021/3/8,Idaho,9.76
2021/3/9,Idaho,9.98
2021/3/10,Idaho,10.2
2021/3/11,Idaho,10.48
2021/3/12,Idaho,10.83
2021/3/13,Idaho,11.19
2021/3/14,Idaho,11.56
2021/3/15,Idaho,11.87
2021/3/16,Idaho,12.04
2021/3/17,Idaho,12.07
2021/3/18,Idaho,12.57
2021/3/19,Idaho,12.94
2021/3/20,Idaho,13.38
2021/3/21,Idaho,13.71
2021/3/22,Idaho,14
2021/3/23,Idaho,14.21
2021/3/24,Idaho,14.42
2021/3/25,Idaho,14.66
2021/3/26,Idaho,14.99
2021/3/27,Idaho,15.34
2021/3/28,Idaho,15.79
2021/3/29,Idaho,16.05
2021/3/30,Idaho,16.19
2021/3/31,Idaho,16.46
2021/4/1,Idaho,16.8
2021/4/2,Idaho,17.21
2021/4/3,Idaho,17.63
2021/4/4,Idaho,18.02
2021/4/5,Idaho,18.29
2021/4/6,Idaho,18.37
2021/4/7,Idaho,18.79
2021/4/8,Idaho,19.21
2021/4/9,Idaho,19.71
2021/4/10,Idaho,20.26
2021/4/11,Idaho,20.88
2021/4/12,Idaho,20.97
2021/4/13,Idaho,21.06
2021/4/14,Idaho,21.15
2021/4/15,Idaho,21.57
2021/4/16,Idaho,22.08
2021/4/17,Idaho,22.64
2021/4/18,Idaho,23.19
2021/4/19,Idaho,23.42
2021/4/20,Idaho,23.54
2021/4/21,Idaho,23.85
2021/4/22,Idaho,24.23
2021/4/23,Idaho,24.7
2021/4/24,Idaho,25.18
2021/4/25,Idaho,25.73
2021/4/26,Idaho,25.96
2021/4/27,Idaho,26.03
2021/4/28,Idaho,26.32
2021/4/29,Idaho,26.62
2021/4/30,Idaho,26.99
2021/5/1,Idaho,27.35
2021/1/12,Illinois,0.5
2021/1/13,Illinois,0.59
2021/1/14,Illinois,0.65
2021/1/15,Illinois,0.72
2021/1/16,Illinois,0.75
2021/1/17,Illinois,0.77
2021/1/18,Illinois,0.8
2021/1/19,Illinois,0.82
2021/1/20,Illinois,0.85
2021/1/21,Illinois,0.88
2021/1/22,Illinois,0.95
2021/1/23,Illinois,1.02
2021/1/24,Illinois,1.07
2021/1/25,Illinois,1.08
2021/1/26,Illinois,1.11
2021/1/27,Illinois,1.17
2021/1/28,Illinois,1.28
2021/1/29,Illinois,1.43
2021/1/30,Illinois,1.56
2021/1/31,Illinois,1.67
2021/2/1,Illinois,1.73
2021/2/2,Illinois,1.76
2021/2/3,Illinois,1.82
2021/2/4,Illinois,1.96
2021/2/5,Illinois,2.05
2021/2/6,Illinois,2.17
2021/2/7,Illinois,2.28
2021/2/8,Illinois,2.36
2021/2/9,Illinois,2.39
2021/2/10,Illinois,2.48
2021/2/11,Illinois,2.61
2021/2/12,Illinois,2.75
2021/2/13,Illinois,2.97
2021/2/14,Illinois,3.16
2021/2/15,Illinois,3.25
2021/2/16,Illinois,3.34
2021/2/17,Illinois,3.4
2021/2/18,Illinois,3.52
2021/2/19,Illinois,3.89
2021/2/20,Illinois,4.16
2021/2/21,Illinois,4.42
2021/2/22,Illinois,4.56
2021/2/23,Illinois,4.76
2021/2/24,Illinois,4.92
2021/2/25,Illinois,5.15
2021/2/26,Illinois,5.55
2021/2/27,Illinois,5.98
2021/2/28,Illinois,6.36
2021/3/1,Illinois,6.69
2021/3/2,Illinois,6.85
2021/3/3,Illinois,7.09
2021/3/4,Illinois,7.41
2021/3/5,Illinois,7.77
2021/3/6,Illinois,8.29
2021/3/7,Illinois,8.75
2021/3/8,Illinois,9.11
2021/3/9,Illinois,9.21
2021/3/10,Illinois,9.48
2021/3/11,Illinois,9.83
2021/3/12,Illinois,10.5
2021/3/13,Illinois,11.54
2021/3/14,Illinois,11.54
2021/3/15,Illinois,11.9
2021/3/16,Illinois,12.24
2021/3/17,Illinois,12.57
2021/3/18,Illinois,12.92
2021/3/19,Illinois,13.24
2021/3/20,Illinois,13.6
2021/3/21,Illinois,13.95
2021/3/22,Illinois,14.19
2021/3/23,Illinois,14.32
2021/3/24,Illinois,14.52
2021/3/25,Illinois,14.77
2021/3/26,Illinois,15.04
2021/3/27,Illinois,15.35
2021/3/28,Illinois,15.76
2021/3/29,Illinois,16.12
2021/3/30,Illinois,16.26
2021/3/31,Illinois,16.49
2021/4/1,Illinois,16.89
2021/4/2,Illinois,17.24
2021/4/3,Illinois,17.7
2021/4/4,Illinois,18.16
2021/4/5,Illinois,18.52
2021/4/6,Illinois,18.61
2021/4/7,Illinois,18.94
2021/4/8,Illinois,19.48
2021/4/9,Illinois,20.08
2021/4/10,Illinois,20.83
2021/4/11,Illinois,21.68
2021/4/12,Illinois,22.27
2021/4/13,Illinois,22.48
2021/4/14,Illinois,22.69
2021/4/15,Illinois,23.26
2021/4/16,Illinois,23.77
2021/4/17,Illinois,24.45
2021/4/18,Illinois,25.12
2021/4/19,Illinois,25.58
2021/4/20,Illinois,25.85
2021/4/21,Illinois,26.24
2021/4/22,Illinois,26.86
2021/4/23,Illinois,27.42
2021/4/24,Illinois,28
2021/4/25,Illinois,28.56
2021/4/26,Illinois,28.92
2021/4/27,Illinois,29.09
2021/4/28,Illinois,29.42
2021/4/29,Illinois,29.91
2021/4/30,Illinois,30.43
2021/5/1,Illinois,30.85
2021/1/12,Indiana,0.35
2021/1/13,Indiana,0.48
2021/1/14,Indiana,0.52
2021/1/15,Indiana,0.56
2021/1/16,Indiana,0.61
2021/1/17,Indiana,0.66
2021/1/18,Indiana,0.71
2021/1/19,Indiana,0.76
2021/1/20,Indiana,0.87
2021/1/21,Indiana,0.99
2021/1/22,Indiana,1.1
2021/1/23,Indiana,1.16
2021/1/24,Indiana,1.16
2021/1/25,Indiana,1.24
2021/1/26,Indiana,1.26
2021/1/27,Indiana,1.36
2021/1/28,Indiana,1.45
2021/1/29,Indiana,1.56
2021/1/30,Indiana,1.65
2021/1/31,Indiana,1.65
2021/2/1,Indiana,1.65
2021/2/2,Indiana,1.68
2021/2/3,Indiana,1.79
2021/2/4,Indiana,1.93
2021/2/5,Indiana,2.12
2021/2/6,Indiana,2.32
2021/2/7,Indiana,2.32
2021/2/8,Indiana,2.32
2021/2/9,Indiana,2.4
2021/2/10,Indiana,2.63
2021/2/11,Indiana,2.89
2021/2/12,Indiana,3.17
2021/2/13,Indiana,3.98
2021/2/14,Indiana,4.27
2021/2/15,Indiana,4.39
2021/2/16,Indiana,4.5
2021/2/17,Indiana,4.66
2021/2/18,Indiana,4.76
2021/2/19,Indiana,5.21
2021/2/20,Indiana,5.54
2021/2/21,Indiana,5.84
2021/2/22,Indiana,6.03
2021/2/23,Indiana,6.08
2021/2/24,Indiana,6.58
2021/2/25,Indiana,7.39
2021/2/26,Indiana,7.77
2021/2/27,Indiana,8.14
2021/2/28,Indiana,8.44
2021/3/1,Indiana,8.65
2021/3/2,Indiana,8.71
2021/3/3,Indiana,8.98
2021/3/4,Indiana,9.31
2021/3/5,Indiana,9.69
2021/3/6,Indiana,10.05
2021/3/7,Indiana,10.35
2021/3/8,Indiana,10.65
2021/3/9,Indiana,10.75
2021/3/10,Indiana,11.07
2021/3/11,Indiana,11.37
2021/3/12,Indiana,11.76
2021/3/13,Indiana,12.44
2021/3/14,Indiana,12.44
2021/3/15,Indiana,12.69
2021/3/16,Indiana,12.77
2021/3/17,Indiana,13.01
2021/3/18,Indiana,13.27
2021/3/19,Indiana,13.57
2021/3/20,Indiana,13.93
2021/3/21,Indiana,14.21
2021/3/22,Indiana,14.4
2021/3/23,Indiana,14.48
2021/3/24,Indiana,14.7
2021/3/25,Indiana,15.02
2021/3/26,Indiana,15.4
2021/3/27,Indiana,15.75
2021/3/28,Indiana,16.08
2021/3/29,Indiana,16.31
2021/3/30,Indiana,16.39
2021/3/31,Indiana,16.69
2021/4/1,Indiana,17.04
2021/4/2,Indiana,17.45
2021/4/3,Indiana,17.95
2021/4/4,Indiana,18.32
2021/4/5,Indiana,18.57
2021/4/6,Indiana,18.61
2021/4/7,Indiana,18.91
2021/4/8,Indiana,19.28
2021/4/9,Indiana,19.7
2021/4/10,Indiana,20.15
2021/4/11,Indiana,20.53
2021/4/12,Indiana,20.87
2021/4/13,Indiana,20.96
2021/4/14,Indiana,21.09
2021/4/15,Indiana,21.54
2021/4/16,Indiana,22
2021/4/17,Indiana,22.43
2021/4/18,Indiana,22.79
2021/4/19,Indiana,22.98
2021/4/20,Indiana,23.06
2021/4/21,Indiana,23.36
2021/4/22,Indiana,23.75
2021/4/23,Indiana,24.21
2021/4/24,Indiana,24.66
2021/4/25,Indiana,25.02
2021/4/26,Indiana,25.27
2021/4/27,Indiana,25.41
2021/4/28,Indiana,25.78
2021/4/29,Indiana,26.25
2021/4/30,Indiana,26.81
2021/5/1,Indiana,27.3
2021/1/12,Iowa,0.19
2021/1/13,Iowa,0.22
2021/1/14,Iowa,0.26
2021/1/15,Iowa,0.34
2021/1/16,Iowa,0.36
2021/1/17,Iowa,0.38
2021/1/18,Iowa,0.39
2021/1/19,Iowa,0.4
2021/1/20,Iowa,0.44
2021/1/21,Iowa,0.53
2021/1/22,Iowa,0.71
2021/1/23,Iowa,0.84
2021/1/24,Iowa,0.98
2021/1/25,Iowa,1.02
2021/1/26,Iowa,1.03
2021/1/27,Iowa,1.14
2021/1/28,Iowa,1.28
2021/1/29,Iowa,1.48
2021/1/30,Iowa,1.66
2021/1/31,Iowa,1.85
2021/2/1,Iowa,1.91
2021/2/2,Iowa,1.94
2021/2/3,Iowa,2.04
2021/2/4,Iowa,2.2
2021/2/5,Iowa,2.35
2021/2/6,Iowa,2.56
2021/2/7,Iowa,2.77
2021/2/8,Iowa,2.84
2021/2/9,Iowa,2.87
2021/2/10,Iowa,3.03
2021/2/11,Iowa,3.17
2021/2/12,Iowa,3.32
2021/2/13,Iowa,3.48
2021/2/14,Iowa,3.66
2021/2/15,Iowa,3.73
2021/2/16,Iowa,3.8
2021/2/17,Iowa,3.88
2021/2/18,Iowa,3.93
2021/2/19,Iowa,4.28
2021/2/20,Iowa,4.47
2021/2/21,Iowa,4.68
2021/2/22,Iowa,4.82
2021/2/23,Iowa,4.86
2021/2/24,Iowa,4.92
2021/2/25,Iowa,5.01
2021/2/26,Iowa,5.17
2021/2/27,Iowa,5.36
2021/2/28,Iowa,5.66
2021/3/1,Iowa,5.96
2021/3/2,Iowa,6.03
2021/3/3,Iowa,6.23
2021/3/4,Iowa,6.53
2021/3/5,Iowa,6.96
2021/3/6,Iowa,8.03
2021/3/7,Iowa,8.7
2021/3/8,Iowa,9.66
2021/3/9,Iowa,9.93
2021/3/10,Iowa,10.24
2021/3/11,Iowa,10.76
2021/3/12,Iowa,11.4
2021/3/13,Iowa,12.92
2021/3/14,Iowa,12.92
2021/3/15,Iowa,13.42
2021/3/16,Iowa,13.6
2021/3/17,Iowa,13.61
2021/3/18,Iowa,14
2021/3/19,Iowa,14.72
2021/3/20,Iowa,15.4
2021/3/21,Iowa,15.95
2021/3/22,Iowa,16.27
2021/3/23,Iowa,16.4
2021/3/24,Iowa,16.59
2021/3/25,Iowa,16.8
2021/3/26,Iowa,17.26
2021/3/27,Iowa,17.83
2021/3/28,Iowa,18.57
2021/3/29,Iowa,18.98
2021/3/30,Iowa,19.12
2021/3/31,Iowa,19.34
2021/4/1,Iowa,19.7
2021/4/2,Iowa,20.18
2021/4/3,Iowa,21.31
2021/4/4,Iowa,21.33
2021/4/5,Iowa,21.66
2021/4/6,Iowa,21.77
2021/4/7,Iowa,22.04
2021/4/8,Iowa,22.58
2021/4/9,Iowa,23.23
2021/4/10,Iowa,23.94
2021/4/11,Iowa,24.84
2021/4/12,Iowa,25.25
2021/4/13,Iowa,25.49
2021/4/14,Iowa,26.04
2021/4/15,Iowa,26.58
