date,state,rate
2021/2/17,Oregon,4.81
2021/2/18,Oregon,4.98
2021/2/19,Oregon,5.55
2021/2/20,Oregon,5.91
2021/2/21,Oregon,6.3
2021/2/22,Oregon,6.58
2021/2/23,Oregon,6.86
2021/2/24,Oregon,6.87
2021/2/25,Oregon,7.17
2021/2/26,Oregon,7.65
2021/2/27,Oregon,7.95
2021/2/28,Oregon,8.37
2021/3/1,Oregon,8.63
2021/3/2,Oregon,8.77
2021/3/3,Oregon,8.89
2021/3/4,Oregon,9.15
2021/3/5,Oregon,9.43
2021/3/6,Oregon,9.71
2021/3/7,Oregon,9.97
2021/3/8,Oregon,10.24
2021/3/9,Oregon,10.45
2021/3/10,Oregon,10.6
2021/3/11,Oregon,10.62
2021/3/12,Oregon,10.94
2021/3/13,Oregon,11.53
2021/3/14,Oregon,11.81
2021/3/15,Oregon,12.05
2021/3/16,Oregon,12.29
2021/3/17,Oregon,12.33
2021/3/18,Oregon,12.56
2021/3/19,Oregon,13.01
2021/3/20,Oregon,13.42
2021/3/21,Oregon,13.73
2021/3/22,Oregon,13.98
2021/3/23,Oregon,14.24
2021/3/24,Oregon,14.43
2021/3/25,Oregon,14.66
2021/3/26,Oregon,14.92
2021/3/27,Oregon,15.38
2021/3/28,Oregon,15.77
2021/3/29,Oregon,16.11
2021/3/30,Oregon,16.31
2021/3/31,Oregon,16.67
2021/4/1,Oregon,17.09
2021/4/2,Oregon,17.53
2021/4/3,Oregon,18.07
2021/4/4,Oregon,18.56
2021/4/5,Oregon,18.99
2021/4/6,Oregon,19.25
2021/4/7,Oregon,19.57
2021/4/8,Oregon,20.02
2021/4/9,Oregon,20.57
2021/4/10,Oregon,21.28
2021/4/11,Oregon,21.9
2021/4/12,Oregon,22.34
2021/4/13,Oregon,22.67
2021/4/14,Oregon,23
2021/4/15,Oregon,23.43
2021/4/16,Oregon,23.96
2021/4/17,Oregon,24.5
2021/4/18,Oregon,24.98
2021/4/19,Oregon,25.3
2021/4/20,Oregon,25.61
2021/4/21,Oregon,25.89
2021/4/22,Oregon,25.93
2021/4/23,Oregon,27.07
2021/4/24,Oregon,27.68
2021/4/25,Oregon,28.35
2021/4/26,Oregon,28.8
2021/4/27,Oregon,29.13
2021/4/28,Oregon,29.46
2021/4/29,Oregon,29.98
2021/4/30,Oregon,30.47
2021/5/1,Oregon,30.49
2021/1/12,Maryland,0.11
2021/1/13,Maryland,0.21
2021/1/14,Maryland,0.23
2021/1/15,Maryland,0.26
2021/1/16,Maryland,0.29
2021/1/17,Maryland,0.31
2021/1/18,Maryland,0.33
2021/1/19,Maryland,0.36
2021/1/20,Maryland,0.4
2021/1/21,Maryland,0.46
2021/1/22,Maryland,0.51
2021/1/23,Maryland,0.56
2021/1/24,Maryland,0.62
2021/1/25,Maryland,0.65
2021/1/26,Maryland,0.7
2021/1/27,Maryland,0.8
2021/1/28,Maryland,0.93
2021/1/29,Maryland,1.1
2021/1/30,Maryland,1.27
2021/1/31,Maryland,1.37
2021/2/1,Maryland,1.44
2021/2/2,Maryland,1.46
2021/2/3,Maryland,1.51
2021/2/4,Maryland,1.68
2021/2/5,Maryland,1.91
2021/2/6,Maryland,2.15
2021/2/7,Maryland,2.42
2021/2/8,Maryland,2.5
2021/2/9,Maryland,2.56
2021/2/10,Maryland,2.79
2021/2/11,Maryland,3
2021/2/12,Maryland,3.27
2021/2/13,Maryland,3.52
2021/2/14,Maryland,3.82
2021/2/15,Maryland,3.93
2021/2/16,Maryland,4.04
2021/2/17,Maryland,4.2
2021/2/18,Maryland,4.39
2021/2/19,Maryland,4.96
2021/2/20,Maryland,5.3
2021/2/21,Maryland,5.66
2021/2/22,Maryland,6.11
2021/2/23,Maryland,6.32
2021/2/24,Maryland,6.6
2021/2/25,Maryland,6.86
2021/2/26,Maryland,7.25
2021/2/27,Maryland,7.67
2021/2/28,Maryland,8.07
2021/3/1,Maryland,8.33
2021/3/2,Maryland,8.49
2021/3/3,Maryland,8.84
2021/3/4,Maryland,9.11
2021/3/5,Maryland,9.4
2021/3/6,Maryland,9.75
2021/3/7,Maryland,9.97
2021/3/8,Maryland,10.4
2021/3/9,Maryland,10.7
2021/3/10,Maryland,11.02
2021/3/11,Maryland,11.39
2021/3/12,Maryland,11.68
2021/3/13,Maryland,11.99
2021/3/14,Maryland,12.25
2021/3/15,Maryland,12.45
2021/3/16,Maryland,12.66
2021/3/17,Maryland,12.93
2021/3/18,Maryland,13.21
2021/3/19,Maryland,13.44
2021/3/20,Maryland,13.47
2021/3/21,Maryland,13.92
2021/3/22,Maryland,14.11
2021/3/23,Maryland,14.29
2021/3/24,Maryland,14.55
2021/3/25,Maryland,14.82
2021/3/26,Maryland,15.22
2021/3/27,Maryland,15.61
2021/3/28,Maryland,15.99
2021/3/29,Maryland,16.22
2021/3/30,Maryland,16.66
2021/3/31,Maryland,17.19
2021/4/1,Maryland,17.8
2021/4/2,Maryland,18.45
2021/4/3,Maryland,19.14
2021/4/4,Maryland,19.62
2021/4/5,Maryland,19.8
2021/4/6,Maryland,20.23
2021/4/7,Maryland,20.81
2021/4/8,Maryland,21.51
2021/4/9,Maryland,22.21
2021/4/10,Maryland,23.13
2021/4/11,Maryland,23.74
2021/4/12,Maryland,23.76
2021/4/13,Maryland,24.78
2021/4/14,Maryland,25.38
2021/4/15,Maryland,25.93
2021/4/16,Maryland,26.62
2021/4/17,Maryland,26.68
2021/4/18,Maryland,27.78
2021/4/19,Maryland,28.11
2021/4/20,Maryland,28.58
2021/4/21,Maryland,29.23
2021/4/22,Maryland,29.86
2021/4/23,Maryland,30.55
2021/4/24,Maryland,31.12
2021/4/25,Maryland,31.7
2021/4/26,Maryland,31.9
2021/4/27,Maryland,32.37
2021/4/28,Maryland,32.88
2021/4/29,Maryland,33.46
2021/4/30,Maryland,34.16
2021/5/1,Maryland,34.67
2021/1/12,Massachusetts,0.28
2021/1/13,Massachusetts,0.36
2021/1/14,Massachusetts,0.43
2021/1/15,Massachusetts,0.51
2021/1/16,Massachusetts,0.53
2021/1/17,Massachusetts,0.55
2021/1/18,Massachusetts,0.57
2021/1/19,Massachusetts,0.6
2021/1/20,Massachusetts,0.61
2021/1/21,Massachusetts,0.67
2021/1/22,Massachusetts,0.75
2021/1/23,Massachusetts,0.84
2021/1/24,Massachusetts,0.92
2021/1/25,Massachusetts,0.94
2021/1/26,Massachusetts,0.95
2021/1/27,Massachusetts,1.06
2021/1/28,Massachusetts,1.21
2021/1/29,Massachusetts,1.4
2021/1/30,Massachusetts,1.55
2021/1/31,Massachusetts,1.69
2021/2/1,Massachusetts,1.78
2021/2/2,Massachusetts,1.84
2021/2/3,Massachusetts,1.84
2021/2/4,Massachusetts,1.95
2021/2/5,Massachusetts,2.08
2021/2/6,Massachusetts,2.23
2021/2/7,Massachusetts,2.45
2021/2/8,Massachusetts,2.53
2021/2/9,Massachusetts,2.63
2021/2/10,Massachusetts,2.83
2021/2/11,Massachusetts,3.01
2021/2/12,Massachusetts,3.17
2021/2/13,Massachusetts,3.42
2021/2/14,Massachusetts,3.77
2021/2/15,Massachusetts,3.92
2021/2/16,Massachusetts,4.07
2021/2/17,Massachusetts,4.18
2021/2/18,Massachusetts,4.35
2021/2/19,Massachusetts,4.73
2021/2/20,Massachusetts,4.99
2021/2/21,Massachusetts,5.33
2021/2/22,Massachusetts,5.54
2021/2/23,Massachusetts,5.7
2021/2/24,Massachusetts,5.91
2021/2/25,Massachusetts,6.16
2021/2/26,Massachusetts,6.46
2021/2/27,Massachusetts,6.84
2021/2/28,Massachusetts,7.2
2021/3/1,Massachusetts,7.59
2021/3/2,Massachusetts,7.82
2021/3/3,Massachusetts,8.08
2021/3/4,Massachusetts,8.39
2021/3/5,Massachusetts,8.78
2021/3/6,Massachusetts,9.24
2021/3/7,Massachusetts,9.62
2021/3/8,Massachusetts,10.08
2021/3/9,Massachusetts,10.26
2021/3/10,Massachusetts,10.87
2021/3/11,Massachusetts,11.26
2021/3/12,Massachusetts,11.77
2021/3/13,Massachusetts,12.68
2021/3/14,Massachusetts,12.68
2021/3/15,Massachusetts,13.13
2021/3/16,Massachusetts,13.22
2021/3/17,Massachusetts,13.68
2021/3/18,Massachusetts,14.06
2021/3/19,Massachusetts,14.43
2021/3/20,Massachusetts,14.82
2021/3/21,Massachusetts,15.16
2021/3/22,Massachusetts,15.51
2021/3/23,Massachusetts,15.74
2021/3/24,Massachusetts,16.11
2021/3/25,Massachusetts,16.5
2021/3/26,Massachusetts,16.93
2021/3/27,Massachusetts,17.37
2021/3/28,Massachusetts,17.81
2021/3/29,Massachusetts,18.23
2021/3/30,Massachusetts,18.5
2021/3/31,Massachusetts,18.96
2021/4/1,Massachusetts,19.46
2021/4/2,Massachusetts,19.98
2021/4/3,Massachusetts,20.55
2021/4/4,Massachusetts,21.15
2021/4/5,Massachusetts,21.58
2021/4/6,Massachusetts,21.77
2021/4/7,Massachusetts,22.32
2021/4/8,Massachusetts,22.93
2021/4/9,Massachusetts,23.61
2021/4/10,Massachusetts,24.48
2021/4/11,Massachusetts,25.22
2021/4/12,Massachusetts,25.82
2021/4/13,Massachusetts,26.17
2021/4/14,Massachusetts,26.83
2021/4/15,Massachusetts,27.46
2021/4/16,Massachusetts,28.07
2021/4/17,Massachusetts,28.68
2021/4/18,Massachusetts,29.33
2021/4/19,Massachusetts,29.86
2021/4/20,Massachusetts,30.18
2021/4/21,Massachusetts,30.7
2021/4/22,Massachusetts,31.29
2021/4/23,Massachusetts,31.95
2021/4/24,Massachusetts,32.72
2021/4/25,Massachusetts,33.46
2021/4/26,Massachusetts,34.04
2021/4/27,Massachusetts,34.46
2021/4/28,Massachusetts,35.09
2021/4/29,Massachusetts,35.72
2021/4/30,Massachusetts,36.37
2021/5/1,Massachusetts,37.12
2021/1/12,Michigan,0.19
2021/1/13,Michigan,0.32
2021/1/14,Michigan,0.4
2021/1/15,Michigan,0.49
2021/1/16,Michigan,0.53
2021/1/17,Michigan,0.57
2021/1/18,Michigan,0.61
2021/1/19,Michigan,0.63
2021/1/20,Michigan,0.71
2021/1/21,Michigan,0.81
2021/1/22,Michigan,0.93
2021/1/23,Michigan,1.06
2021/1/24,Michigan,1.11
2021/1/25,Michigan,1.17
2021/1/26,Michigan,1.2
2021/1/27,Michigan,1.31
2021/1/28,Michigan,1.44
2021/1/29,Michigan,1.6
2021/1/30,Michigan,1.75
2021/1/31,Michigan,1.91
2021/2/1,Michigan,1.98
2021/2/2,Michigan,2.01
2021/2/3,Michigan,2.15
2021/2/4,Michigan,2.3
2021/2/5,Michigan,2.53
2021/2/6,Michigan,2.83
2021/2/7,Michigan,3.13
2021/2/8,Michigan,3.29
2021/2/9,Michigan,3.44
2021/2/10,Michigan,3.72
2021/2/11,Michigan,3.99
2021/2/12,Michigan,4.26
2021/2/13,Michigan,4.6
2021/2/14,Michigan,4.92
2021/2/15,Michigan,5.04
2021/2/16,Michigan,5.16
2021/2/17,Michigan,5.27
2021/2/18,Michigan,5.46
2021/2/19,Michigan,5.93
2021/2/20,Michigan,6.19
2021/2/21,Michigan,6.48
2021/2/22,Michigan,6.82
2021/2/23,Michigan,6.89
2021/2/24,Michigan,7.17
2021/2/25,Michigan,7.53
2021/2/26,Michigan,7.81
2021/2/27,Michigan,8.17
2021/2/28,Michigan,8.44
2021/3/1,Michigan,8.61
2021/3/2,Michigan,8.71
2021/3/3,Michigan,8.81
2021/3/4,Michigan,9.06
2021/3/5,Michigan,9.32
2021/3/6,Michigan,9.57
2021/3/7,Michigan,9.82
2021/3/8,Michigan,10.04
2021/3/9,Michigan,10.11
2021/3/10,Michigan,10.27
2021/3/11,Michigan,10.52
2021/3/12,Michigan,10.84
2021/3/13,Michigan,11.17
2021/3/14,Michigan,11.58
2021/3/15,Michigan,11.62
2021/3/16,Michigan,11.93
2021/3/17,Michigan,12.18
2021/3/18,Michigan,12.45
2021/3/19,Michigan,12.84
2021/3/20,Michigan,13.27
2021/3/21,Michigan,13.66
2021/3/22,Michigan,13.95
2021/3/23,Michigan,14.06
2021/3/24,Michigan,14.31
2021/3/25,Michigan,14.61
2021/3/26,Michigan,15.05
2021/3/27,Michigan,15.64
2021/3/28,Michigan,16.18
2021/3/29,Michigan,16.5
2021/3/30,Michigan,16.63
2021/3/31,Michigan,16.95
2021/4/1,Michigan,17.38
2021/4/2,Michigan,17.87
2021/4/3,Michigan,18.59
2021/4/4,Michigan,19.08
2021/4/5,Michigan,19.4
2021/4/6,Michigan,19.51
2021/4/7,Michigan,19.88
2021/4/8,Michigan,20.42
2021/4/9,Michigan,21
2021/4/10,Michigan,21.78
2021/4/11,Michigan,22.52
2021/4/12,Michigan,23.08
2021/4/13,Michigan,23.28
2021/4/14,Michigan,23.73
2021/4/15,Michigan,24.27
2021/4/16,Michigan,24.78
2021/4/17,Michigan,25.42
2021/4/18,Michigan,26
2021/4/19,Michigan,26.27
2021/4/20,Michigan,26.46
2021/4/21,Michigan,27.05
2021/4/22,Michigan,27.7
2021/4/23,Michigan,28.34
2021/4/24,Michigan,29
2021/4/25,Michigan,29.68
2021/4/26,Michigan,30.04
2021/4/27,Michigan,30.19
2021/4/28,Michigan,30.77
2021/4/29,Michigan,31.23
2021/4/30,Michigan,31.84
2021/5/1,Michigan,32.53
2021/1/12,Minnesota,0.17
2021/1/13,Minnesota,0.18
2021/1/14,Minnesota,0.33
2021/1/15,Minnesota,0.49
2021/1/16,Minnesota,0.55
2021/1/17,Minnesota,0.62
2021/1/18,Minnesota,0.68
2021/1/19,Minnesota,0.75
2021/1/20,Minnesota,0.75
2021/1/21,Minnesota,0.82
2021/1/22,Minnesota,0.96
2021/1/23,Minnesota,1.15
2021/1/24,Minnesota,1.2
2021/1/25,Minnesota,1.28
2021/1/26,Minnesota,1.29
2021/1/27,Minnesota,1.34
2021/1/28,Minnesota,1.55
2021/1/29,Minnesota,1.75
2021/1/30,Minnesota,1.91
2021/1/31,Minnesota,2.03
2021/2/1,Minnesota,2.11
2021/2/2,Minnesota,2.12
2021/2/3,Minnesota,2.12
2021/2/4,Minnesota,2.34
2021/2/5,Minnesota,2.34
2021/2/6,Minnesota,2.67
2021/2/7,Minnesota,2.79
2021/2/8,Minnesota,2.85
2021/2/9,Minnesota,2.85
2021/2/10,Minnesota,2.85
2021/2/11,Minnesota,3.13
2021/2/12,Minnesota,3.35
2021/2/13,Minnesota,3.65
2021/2/14,Minnesota,3.97
2021/2/15,Minnesota,4.08
2021/2/16,Minnesota,4.19
2021/2/17,Minnesota,4.26
2021/2/18,Minnesota,4.56
2021/2/19,Minnesota,5.21
2021/2/20,Minnesota,5.7
2021/2/21,Minnesota,6.11
2021/2/22,Minnesota,6.14
2021/2/23,Minnesota,6.5
2021/2/24,Minnesota,6.65
2021/2/25,Minnesota,6.93
2021/2/26,Minnesota,7.29
2021/2/27,Minnesota,7.74
2021/2/28,Minnesota,8.08
2021/3/1,Minnesota,8.33
2021/3/2,Minnesota,8.45
2021/3/3,Minnesota,8.66
2021/3/4,Minnesota,8.93
2021/3/5,Minnesota,9.29
2021/3/6,Minnesota,9.71
2021/3/7,Minnesota,10.01
2021/3/8,Minnesota,10.51
2021/3/9,Minnesota,10.71
2021/3/10,Minnesota,10.95
2021/3/11,Minnesota,11.46
2021/3/12,Minnesota,11.79
2021/3/13,Minnesota,12.68
2021/3/14,Minnesota,12.69
2021/3/15,Minnesota,13.03
2021/3/16,Minnesota,13.12
2021/3/17,Minnesota,13.45
2021/3/18,Minnesota,13.79
2021/3/19,Minnesota,14.25
2021/3/20,Minnesota,14.76
2021/3/21,Minnesota,15.2
2021/3/22,Minnesota,15.42
2021/3/23,Minnesota,15.51
2021/3/24,Minnesota,15.68
2021/3/25,Minnesota,15.98
2021/3/26,Minnesota,16.44
2021/3/27,Minnesota,17.04
2021/3/28,Minnesota,17.76
2021/3/29,Minnesota,18.05
2021/3/30,Minnesota,18.29
2021/3/31,Minnesota,18.81
2021/4/1,Minnesota,19.29
2021/4/2,Minnesota,19.87
2021/4/3,Minnesota,20.64
2021/4/4,Minnesota,21.28
2021/4/5,Minnesota,21.7
2021/4/6,Minnesota,21.82
2021/4/7,Minnesota,22.3
2021/4/8,Minnesota,22.82
2021/4/9,Minnesota,23.55
2021/4/10,Minnesota,24.1
2021/4/11,Minnesota,25.07
2021/4/12,Minnesota,26.04
2021/4/13,Minnesota,26.31
2021/4/14,Minnesota,26.53
2021/4/15,Minnesota,27.04
2021/4/16,Minnesota,27.59
2021/4/17,Minnesota,28.1
2021/4/18,Minnesota,28.81
2021/4/19,Minnesota,28.83
2021/4/20,Minnesota,29.37
2021/4/21,Minnesota,29.7
2021/4/22,Minnesota,30.17
2021/4/23,Minnesota,30.84
2021/4/24,Minnesota,31.22
2021/4/25,Minnesota,32
2021/4/26,Minnesota,32.58
2021/4/27,Minnesota,32.68
2021/4/28,Minnesota,33.09
2021/4/29,Minnesota,33.53
2021/4/30,Minnesota,34.17
2021/5/1,Minnesota,34.87
2021/1/12,Mississippi,0.16
2021/1/13,Mississippi,0.19
2021/1/14,Mississippi,0.23
2021/1/15,Mississippi,0.28
2021/1/16,Mississippi,0.29
2021/1/17,Mississippi,0.3
2021/1/18,Mississippi,0.31
2021/1/19,Mississippi,0.32
2021/1/20,Mississippi,0.34
2021/1/21,Mississippi,0.39
2021/1/22,Mississippi,0.45
2021/1/23,Mississippi,0.45
2021/1/24,Mississippi,0.53
2021/1/25,Mississippi,0.54
2021/1/26,Mississippi,0.54
2021/1/27,Mississippi,0.59
2021/1/28,Mississippi,0.65
2021/1/29,Mississippi,0.72
2021/1/30,Mississippi,0.77
2021/1/31,Mississippi,0.82
2021/2/1,Mississippi,0.84
2021/2/2,Mississippi,0.85
2021/2/3,Mississippi,0.93
2021/2/4,Mississippi,0.93
2021/2/5,Mississippi,1.26
2021/2/6,Mississippi,1.6
2021/2/7,Mississippi,1.89
2021/2/8,Mississippi,1.99
2021/2/9,Mississippi,2.02
2021/2/10,Mississippi,2.28
2021/2/11,Mississippi,2.65
2021/2/12,Mississippi,3.01
2021/2/13,Mississippi,3.48
2021/2/14,Mississippi,3.84
2021/2/15,Mississippi,3.93
2021/2/16,Mississippi,4.02
2021/2/17,Mississippi,4.02
2021/2/18,Mississippi,4.02
2021/2/19,Mississippi,4.43
2021/2/20,Mississippi,4.56
2021/2/21,Mississippi,4.72
2021/2/22,Mississippi,4.98
2021/2/23,Mississippi,5.09
2021/2/24,Mississippi,5.46
2021/2/25,Mississippi,5.48
2021/2/26,Mississippi,6.23
2021/2/27,Mississippi,6.65
2021/2/28,Mississippi,7.08
2021/3/1,Mississippi,7.39
2021/3/2,Mississippi,7.53
2021/3/3,Mississippi,7.81
2021/3/4,Mississippi,8.11
2021/3/5,Mississippi,8.46
2021/3/6,Mississippi,8.73
2021/3/7,Mississippi,9.05
2021/3/8,Mississippi,9.37
2021/3/9,Mississippi,9.42
2021/3/10,Mississippi,9.74
2021/3/11,Mississippi,10.03
2021/3/12,Mississippi,10.04
2021/3/13,Mississippi,10.96
2021/3/14,Mississippi,10.96
2021/3/15,Mississippi,11.06
2021/3/16,Mississippi,11.08
2021/3/17,Mississippi,11.28
2021/3/18,Mississippi,11.53
2021/3/19,Mississippi,11.62
2021/3/20,Mississippi,11.95
2021/3/21,Mississippi,12.3
2021/3/22,Mississippi,12.4
2021/3/23,Mississippi,12.44
2021/3/24,Mississippi,12.78
2021/3/25,Mississippi,13.19
2021/3/26,Mississippi,13.21
2021/3/27,Mississippi,13.9
2021/3/28,Mississippi,13.94
2021/3/29,Mississippi,14.71
2021/3/30,Mississippi,14.76
2021/3/31,Mississippi,15.15
2021/4/1,Mississippi,15.19
2021/4/2,Mississippi,15.78
2021/4/3,Mississippi,16.34
2021/4/4,Mississippi,16.82
2021/4/5,Mississippi,16.82
2021/4/6,Mississippi,16.95
2021/4/7,Mississippi,17.32
2021/4/8,Mississippi,17.77
2021/4/9,Mississippi,18.19
2021/4/10,Mississippi,18.7
2021/4/11,Mississippi,19.2
2021/4/12,Mississippi,19.21
2021/4/13,Mississippi,19.38
2021/4/14,Mississippi,19.79
2021/4/15,Mississippi,20.14
2021/4/16,Mississippi,20.51
2021/4/17,Mississippi,20.53
2021/4/18,Mississippi,21.26
2021/4/19,Mississippi,21.28
2021/4/20,Mississippi,21.39
2021/4/21,Mississippi,21.67
2021/4/22,Mississippi,21.92
2021/4/23,Mississippi,22.26
2021/4/24,Mississippi,22.28
2021/4/25,Mississippi,22.32
2021/4/26,Mississippi,22.33
2021/4/27,Mississippi,23.04
2021/4/28,Mississippi,23.25
2021/4/29,Mississippi,23.27
2021/4/30,Mississippi,23.78
2021/5/1,Mississippi,23.79
2021/1/12,Missouri,0.36
2021/1/13,Missouri,0.36
2021/1/14,Missouri,0.48
2021/1/15,Missouri,0.6
2021/1/16,Missouri,0.64
2021/1/17,Missouri,0.68
2021/1/18,Missouri,0.71
2021/1/19,Missouri,0.74
2021/1/20,Missouri,0.8
2021/1/21,Missouri,0.96
2021/1/22,Missouri,1.09
2021/1/23,Missouri,1.12
2021/1/24,Missouri,1.19
2021/1/25,Missouri,1.24
2021/1/26,Missouri,1.25
2021/1/27,Missouri,1.3
2021/1/28,Missouri,1.4
2021/1/29,Missouri,1.51
2021/1/30,Missouri,1.51
2021/1/31,Missouri,1.63
2021/2/1,Missouri,1.68
2021/2/2,Missouri,1.7
2021/2/3,Missouri,1.74
2021/2/4,Missouri,1.83
2021/2/5,Missouri,1.93
2021/2/6,Missouri,2.11
2021/2/7,Missouri,2.3
2021/2/8,Missouri,2.38
2021/2/9,Missouri,2.4
2021/2/10,Missouri,2.53
2021/2/11,Missouri,2.66
2021/2/12,Missouri,2.82
2021/2/13,Missouri,3.35
2021/2/14,Missouri,3.67
2021/2/15,Missouri,3.78
2021/2/16,Missouri,3.89
2021/2/17,Missouri,3.99
2021/2/18,Missouri,4.22
2021/2/19,Missouri,4.81
2021/2/20,Missouri,4.99
2021/2/21,Missouri,5.17
2021/2/22,Missouri,5.36
2021/2/23,Missouri,5.43
2021/2/24,Missouri,5.65
2021/2/25,Missouri,5.93
2021/2/26,Missouri,6.18
2021/2/27,Missouri,6.71
2021/2/28,Missouri,6.73
2021/3/1,Missouri,7.22
2021/3/2,Missouri,7.26
2021/3/3,Missouri,7.45
2021/3/4,Missouri,7.75
2021/3/5,Missouri,8.03
2021/3/6,Missouri,8.31
2021/3/7,Missouri,8.57
2021/3/8,Missouri,8.82
2021/3/9,Missouri,8.87
2021/3/10,Missouri,9.2
2021/3/11,Missouri,9.48
2021/3/12,Missouri,9.75
2021/3/13,Missouri,10.31
2021/3/14,Missouri,10.32
2021/3/15,Missouri,10.55
2021/3/16,Missouri,10.62
2021/3/17,Missouri,10.8
2021/3/18,Missouri,11.1
2021/3/19,Missouri,11.37
2021/3/20,Missouri,11.66
2021/3/21,Missouri,12.01
2021/3/22,Missouri,12.24
2021/3/23,Missouri,12.35
2021/3/24,Missouri,12.57
2021/3/25,Missouri,12.87
2021/3/26,Missouri,13.2
2021/3/27,Missouri,13.63
2021/3/28,Missouri,14.16
2021/3/29,Missouri,14.48
2021/3/30,Missouri,14.65
2021/3/31,Missouri,15.06
2021/4/1,Missouri,15.55
2021/4/2,Missouri,16.25
2021/4/3,Missouri,16.74
2021/4/4,Missouri,17.24
2021/4/5,Missouri,17.56
2021/4/6,Missouri,17.62
2021/4/7,Missouri,17.95
2021/4/8,Missouri,18.56
2021/4/9,Missouri,18.99
2021/4/10,Missouri,19.58
2021/4/11,Missouri,20.17
2021/4/12,Missouri,20.59
2021/4/13,Missouri,20.98
2021/4/14,Missouri,21.11
2021/4/15,Missouri,21.55
2021/4/16,Missouri,21.97
2021/4/17,Missouri,22.54
2021/4/18,Missouri,23.11
2021/4/19,Missouri,23.33
2021/4/20,Missouri,23.39
2021/4/21,Missouri,23.8
2021/4/22,Missouri,24.27
2021/4/23,Missouri,24.76
2021/4/24,Missouri,25.19
2021/4/25,Missouri,25.81
2021/4/26,Missouri,26.1
2021/4/27,Missouri,26.19
2021/4/28,Missouri,26.55
2021/4/29,Missouri,26.97
2021/4/30,Missouri,27.39
2021/5/1,Missouri,27.72
2021/1/12,Pennsylvania,0.08
2021/1/13,Pennsylvania,0.14
2021/1/14,Pennsylvania,0.33
2021/1/15,Pennsylvania,0.52
2021/1/16,Pennsylvania,0.55
2021/1/17,Pennsylvania,0.57
2021/1/18,Pennsylvania,0.6
2021/1/19,Pennsylvania,0.62
2021/1/20,Pennsylvania,0.67
2021/1/21,Pennsylvania,0.75
2021/1/22,Pennsylvania,0.88
2021/1/23,Pennsylvania,0.96
2021/1/24,Pennsylvania,1.03
2021/1/25,Pennsylvania,1.06
2021/1/26,Pennsylvania,1.1
2021/1/27,Pennsylvania,1.22
2021/1/28,Pennsylvania,1.24
2021/1/29,Pennsylvania,1.51
2021/1/30,Pennsylvania,1.64
2021/1/31,Pennsylvania,1.75
2021/2/1,Pennsylvania,1.81
2021/2/2,Pennsylvania,1.85
2021/2/3,Pennsylvania,1.86
2021/2/4,Pennsylvania,2.01
2021/2/5,Pennsylvania,2.15
2021/2/6,Pennsylvania,2.33
2021/2/7,Pennsylvania,2.51
2021/2/8,Pennsylvania,2.57
2021/2/9,Pennsylvania,2.66
2021/2/10,Pennsylvania,2.79
2021/2/11,Pennsylvania,2.92
2021/2/12,Pennsylvania,3.12
2021/2/13,Pennsylvania,3.15
2021/2/14,Pennsylvania,3.54
2021/2/15,Pennsylvania,3.55
2021/2/16,Pennsylvania,3.57
2021/2/17,Pennsylvania,3.9
2021/2/18,Pennsylvania,4.05
2021/2/19,Pennsylvania,4.51
2021/2/20,Pennsylvania,4.66
2021/2/21,Pennsylvania,4.94
2021/2/22,Pennsylvania,5.11
2021/2/23,Pennsylvania,5.21
2021/2/24,Pennsylvania,5.39
2021/2/25,Pennsylvania,5.62
2021/2/26,Pennsylvania,5.88
2021/2/27,Pennsylvania,6.25
2021/2/28,Pennsylvania,6.51
2021/3/1,Pennsylvania,6.81
2021/3/2,Pennsylvania,6.94
2021/3/3,Pennsylvania,7.15
2021/3/4,Pennsylvania,7.42
2021/3/5,Pennsylvania,7.72
2021/3/6,Pennsylvania,8.07
2021/3/7,Pennsylvania,8.12
2021/3/8,Pennsylvania,8.15
2021/3/9,Pennsylvania,8.73
2021/3/10,Pennsylvania,9.08
2021/3/11,Pennsylvania,9.4
2021/3/12,Pennsylvania,9.46
2021/3/13,Pennsylvania,10.48
2021/3/14,Pennsylvania,10.77
2021/3/15,Pennsylvania,11.11
2021/3/16,Pennsylvania,11.27
2021/3/17,Pennsylvania,12.02
2021/3/18,Pennsylvania,12.35
2021/3/19,Pennsylvania,12.4
2021/3/20,Pennsylvania,12.47
2021/3/21,Pennsylvania,12.49
2021/3/22,Pennsylvania,12.8
2021/3/23,Pennsylvania,13.92
2021/3/24,Pennsylvania,14.28
2021/3/25,Pennsylvania,14.4
2021/3/26,Pennsylvania,14.83
2021/3/27,Pennsylvania,15.27
2021/3/28,Pennsylvania,15.68
2021/3/29,Pennsylvania,16.06
2021/3/30,Pennsylvania,16.29
2021/3/31,Pennsylvania,16.62
2021/4/1,Pennsylvania,17.17
2021/4/2,Pennsylvania,17.62
2021/4/3,Pennsylvania,18.18
2021/4/4,Pennsylvania,18.59
2021/4/5,Pennsylvania,18.94
2021/4/6,Pennsylvania,19.13
2021/4/7,Pennsylvania,19.23
2021/4/8,Pennsylvania,19.37
2021/4/9,Pennsylvania,19.62
2021/4/10,Pennsylvania,21.68
2021/4/11,Pennsylvania,22.17
2021/4/12,Pennsylvania,22.74
2021/4/13,Pennsylvania,23.3
2021/4/14,Pennsylvania,23.83
2021/4/15,Pennsylvania,24.38
2021/4/16,Pennsylvania,25.11
